date_old;day_of_week;date_new;longitude;latitude;weather;wind;entry
19 Oct 1806;Sunday;19.10.1806;; 14°.18’.;The commencement of this day light airs[,] the latter part fresh Breezes.;Wind East & E. by N.;"At 7 A.M. off the Town of St. Pierre’s. At noon the Diamond Rock. N.E. by E.¼E. 11 Leagues."
20 Oct 1806;Monday;20.10.1806;; 13°._’.;Fresh Breezes and cloudy;Wind E. by S. and East[.];"At 6 P.M. the N. Point of Grenada S. by W. 7 Leags. Several strange sail in sight."
21 Oct 1806;Tuesday;21.10.1806;;No Observon.;Fresh Breezes and squally with rain.;Wind E. by N. to E.S.E.;"At 6 A.M. sent our Boat on board H.M. Brig Grenada[,] Lt. Barker, who informed us that the Admiral had returned from Trinidad to Barbadoes: It was therefore determined to go to Grenada and learn the news"
22 Oct 1806;Wednesday;22.10.1806;;No Observon:.;Light Breezes and cloudy;Wind East to E.N.E.;"At 9½ A.M. weighted anchor and made sail for Barbadoes, with the General[,] Colls. de Rouvray and Smith. The Ship Leander, with all the other Officers and Men, was left at Grenada"
23 Oct 1806;Thursday;23.10.1806;; 13°.7’.;;Light Winds from East to E.N.E.;"At noon Kingstown, St. Vincents, bore E.¼N. 8 or 9 Leagues."
24 Oct 1806;Friday;24.10.1806;;No Observon:.;Fresh Breezes and cloudy;Wind East to E.N.E.;"At 2 P.M. the Sugar Loaves St. Lucia bore E.S.E. 8 Leagues. Saw 2 strange Ships. At 8½ spoke the American Ship Starbroke [Starbroek?] one day from Barbadoes, bound to Turks Island."
25 Oct 1806;Saturday;25.10.1806;; 15°.15’.;Fresh Breezes with repeated squalls of Wind and Rain.;Wind East to E. by S.;"At 8 A.M. the South Point of Dominica bore W. by S.½S. distant 4 Leagues. At 4 P.M. the N.E. Point of Mariegalante N. by W. and the N.E. Point of Dominica W.¾N. distant 8 Leagues."
26 Oct 1806;Sunday;26.10.1806;;No Observon:.;Fresh Breezes and squally weather;Wind from E.N.E. to N.E. by E.;"A Man fell overboard, but was picked up by the Jolly Boat."
27 Oct 1806;Monday;27.10.1806;; 14°.12’.;Fresh Breezes and squally;Wind East to E.S.W;"Spoke an american Brig from Barbadoes bound to St: Kitt’s."
28 Oct 1806;Tuesday;28.10.1806;; 14°.51’.;Fresh Breezes and squally.;Wind E.S.E. to S.E. by E;"Found the Fore Mast sprung in three Places."
29 Oct 1806;Wednesday;29.10.1806;; 14°.58’.;Fresh Breezes and cloudy.;Wind S.E. by E. and S.E;""
30.Oct 1806;Thursday;30.10.1806;;14.젩;Fresh Breezes and pleasant weather.;Winds East to S.E. by E.;" Saw several strange sail, and spoke the ship Rebecca of Sandwich from Barbadoes to Wilmington. At 9 P.M. spoke the schr. Ann of Norfolk from Barbadoes to St. Thomas’s. Saw Land from the Mast Head."
31st Oct 1806;Friday;31.10.1806;;;Moderate Breezes.;Wind East.;" At Day light saw Barbadoes on the weather Bow. At 3 P.M. came to anchor in Carlisle Bay, where we found Admiral Cochrane in the Northumberland, besides several other Vessels of War. At 6 P.M. went on shore, and having met with Mr. Fitzwilliam, I accompanied him on board the Flag Ship to see the General"
1st Nov 1806 to 4.Nov 1806;Saturday to Tuesday;1.11.1806 to 04.11.1806;;;;;"During this Period nothing very material occurred, except the determination of the Admiral and General, to send Coll. Count de Rouvray to London, with dispatches for Ministers"
5.Nov 1806 to 8.Nov 1806;Wednesday to Saturday;5.11.1806 to 08.11.1806;;;;;"No Event of consequence happened during our passage, which was very pleasant and agreeable. We passed the Boccas with our Convoy, consisting of a Ship, Brig and schooner, during the night – And on the 8th: at Noon came to anchor at Port of Spain. The General soon after went on shore and took up his Quarters at the House of Lieutt: Briarly of the R.N."
24.Oct 1807;Saturday;24.10.1807;;;;;"Embarked this day on board the above Ship, in company with General Miranda and Mr: John Downie, to join convoy at Tortola"
25.Oct 1807;Sunday;25.10.1807;;11°.46’;Light Winds and fair weather.;;" At Noon Grenada bore N.E. by N. 8 Miles."
26.Oct 1807;Monday;26.10.1807;;13°.34’;Pleasant Breezes and fine weather.;;"Pleasant Breezes and fine weather. At day light saw the Island of St. Vincent[’]s."
27.Oct 1807;Tuesday;27.10.1807;;13°.49’;Light Winds and fair weather.;;" At Noon saw the Island of St. Lucia bearing E[.]½S: distance 15 Leagues"
28.Oct 1807;Wednesday;28.10.1807;;14°.47’;Light airs and fine weather.;;""
29.Oct 1807;Thursday;29.10.1807;;16°.2’;Light Breezes with fine weather.;;""
30.Oct 1807;Friday;30.10.1807;;17°.32’;Fresh Breezes and fine weather.;;" At day light the Island of Saba bore N.E. by N. distant 6 Leagues."
31st Oct 1807;Saturday;31.10.1807;;;Light Breezes and fair weather.;;"At 6 P.M. passed through the Passage of Ginges and Peter’s [sic!] Islands to the anchorage off Tortola. At 7½ came to anchor"
1st Nov 1807;Sunday;01.11.1807;;;;;"This Morning at 7½ the Admiral sent his Barge for the General, who soon after went on board the Flag Ship, and afterwards proceeded together on shore."
2d Nov 1807;Monday;02.11.1807;;;;;"The General returned on board this Morning, but soon after left us to join the Admiral, and from thence proceeded on shore"
3d Nov 1807;Tuesday;03.11.1807;;;;;"This Morning I felt the ship British Queen to join the General on shore. About Noon Count de Rouvray arrived from Barbadoes in H.M.S. Alexandria, and waited on the General."
4.Nov 1807 to 15.Nov 1807;Wednesday to Sunday;04.11.1807 to 15.11.1807;;;;;"During this Period remained on shore. On the 8th: I went on board of the British Queen to remove the Baggage and Stores to H.M.S. Alexandria[,] Captn. Nathaniel Day Cochrane, to in which Vessel the Admiral prevailed on the General to take his passage for England, on account account of his Personal safety. On the 15th: the General slept on board of the Flag Ship. – Mr: Downie and myself embarked on board of the Frigate."
16.Nov 1807;Monday;16.11.1807;;;;;"At Day break the signal was made for the Convoy /consisting of 31 Sail/ to get under weigh. At Noon they bore away for Signal from H.M. Brig Netley, who lead them through the Channel. At 1 P.M. the General came on board"
17.Nov 1807;Tuesday;17.11.1807;65°.2’;19°.12’;Pleasant Breezes and fair weather, but rough Sea.;;" The Netley and Convoy in company."
18.Nov 1807;Wednesday;18.11.1807;64°.48’;19°.50’;Light Winds and fine weather.;;""
19.Nov 1807;Thursday;19.11.1807;64°.47’;20°.15’;Fresh Breezes and cloudy weather, accompanied with rain. ;;""
20.Nov 1807;Friday;20.11.1807;65[°]._;20°.58’;Light Winds and fair weather.;;""
21.Nov 1807;Saturday;21.11.1807;65[°].4’.;21°.57’;Light airs and fine weather.;;"The Netley’s signal was made to speak the Commodore"
22d Nov 1807;Sunday;22.11.1807;65°.11’;22°.35’;Light Winds and fair weather.;;""
23.Nov 1807;Monday;23.11.1807;65[°].11[’];23°.7’;Light Winds and pleasant weather.;;" 2 Vessels of the Convoy missing. Saw a strange Sail."
24.Nov 1807;Tuesday;24.11.1807;65°.28’;23°.18’;Calm[.];;""
25.Nov 1807;Wednesday;25.11.1807;65[°].33[’].;23°.28’;Pleasant Breezes and fair weather.;;" Saw a strange sail to Windward."
26.Nov 1807;Thursday;26.11.1807;65[°].55[’];24°.19’;Pleasant Breezes with fine weather.;;" 2 more of the Convoy missing, one of which was the British Queen."
27.Nov 1807;Friday;27.11.1807;65[°].39[’].;25°.29’;Pleasant Breezes and fair weather.;;"The Sloop Mary, bound to Newfoundland[,] parted company by permission from the Commodore. "
28.Nov 1807;Saturday;28.11.1807;65°.43’ (by Acct);;;;""
66°.43’ (by Lunar Observation);26°.24’;Light winds and cloudy weather.;; One of the sick died, and was committed to the deep about Sun set.;;;""
29.Nov 1807;Sunday;29.11.1807;64[°].53[’];;;;""
65[°].48[’] (Oс точкой посередине луны);26°.15’;Light winds inclining to calm, with fine weather in the early part of this day, the latter part strong Breezes and heavy Sea.;;;;;""
30.Nov 1807;Monday;30.11.1807;63[°].55[’];26°.16’;Fresh Breezes with rough Sea, and fair weather.;;""
1st Dec 1807;Tuesday;01.12.1807;63[°].15[’]. ,,Oс точкой посередине луны;;;;""
64[°].10[’].;26°.2’;;;;;;""
2d Dec 1807;Wednesday;02.12.1807;63[°].59[’];26°.47’;Light winds and fine weather.;;"One more of the Convoy missing."
3d Dec 1807;Thursday;03.12.1807;64[°].24[’].;27°.50’;Light airs with the fair weather.;;"This day the ship British Queen rejoined the Convoy."
4.Dec 1807;Friday;04.12.1807;64[°].7[’];28°.3’;Light Breezes and fair weather.;;""
5.Dec 1807;Saturday;05.12.1807;63[°].56[’]. 2 P.M.;;;;""
62[°].52[’].;;;;;;;""
;29°.4’;Fine fair Winds and weather.;;"
6.Dec 1807,Sunday,6.12.1807,61[°].19[’],30°.32’,Fair Wind and weather. The latter part strong Breezes from the N.W. with heavy Sea.,strong Breezes from the N.W.,";;;""
8.Dec 1807;Tuesday;08.12.1807;57[°].42[’];33°.4’;Moderate Breezes and fair weather.;;"Obsd. 58°.51’.  One of the sick died. Saw a strange Vessel bound to the Southward. One more of the Convoy missing."
9.Dec 1807;Wednesday;09.12.1807;57°.29’;33°.30’;Light Breezes and fine Weather.;;" Saw a strange sail steering to the Southward. Two more of the Convoy missing."
10.Dec 1807;Thursday;10.12.1807;55°.36’;33°.28’;The early part of this day light Breezes inclining to calm, the latter part fine Breezes from S.W.;fine Breezes from S.W.;"Obsd. 56°.45’.  At 10 A.M. Captn. [оставлен пробел?] of the Ship Otter came on board and informed the Commodore his ship had sprung a leak, and requested the Carpenter might be sent on board to examine it"
11.Dec 1807;Friday;11.12.1807;54°.29’;34°.43’;Fresh Breezes and fair weather. The latter part of this day it blew a Gale from the S.W. with a heavy Sea:;Gale from the S.W.;"Obsd. 55[°].38[’].  The latter part of this day it blew a Gale from the S.W. with a heavy Sea: we scud under bare Poles, in order to keep company with the Convoy."
12.Dec 1807;Saturday;12.12.1807;52°.49[’];36°.35’;Strong Breezes with fair weather.;;"Obsd. 53[°].58[’].  One of the Convoy missing. Saw a strange Sail."
13.Dec 1807;Sunday;13.12.1807;50[°].54[’];37°.41’;Moderate Breezes and fine weather.;;" Two more of the Convoy missing."
14.Dec 1807;Monday;14.12.1807;48[°].54[’];39°.5’. D.[ouble] Al.[titude];Fresh Breezes and fair weather.;;" Two more of the Convoy missing."
15.Dec 1807;Tuesday;15.12.1807;46[°].25[’];41°.7’. D[ou]ble Alte;Strong Breezes and fine weather, but rough Sea and cloudy atmosphere.;;""
16.Dec 1807;Wednesday;16.12.1807;42°.11’;43[°].16[’];This day it blew a Gale from N.W. with frequent showers of Hail and Rain, and very high Sea.;Gale from N.W.;" Nine of the Convoy only in sight"
17.Dec 1807;Thursday;17.12.1807;42°.58’ D.R.;40[°].18[’];Continuation of the Gale with the Wind from the S.W. and rain.;Wind from the S.W.;" Scudding under bare Poles. At Noon none of the Convoy in sight. One of the sick Men died."
18.Dec 1807;Friday;18.12.1807;37[°].20[’];43°.30’;This day the Gale encreased [sic!], with the Wind from the Northward, accompanied with frequent showers of Hail, and very high Sea.;Wind from the Northward;"The Ship lying to under a trysail."
19.Dec 1807;Saturday;19.12.1807;36[°].38[’];43°.12’;Moderate Breezes and cloudy weather with rough Sea.;;" Saw a Sail to Nd:. A sick Man died."
20.Dec 1807;Sunday;20.12.1807;33[°].19[’];44°.15’. D.R.;Moderate Breezes with Rain and Fogs.;;""
21.Dec 1807;Monday;21.12.1807;30[°].28[’];46°.49’;Strong Breezes and cloudy weather. ;;""
22d Dec 1807;Tuesday;22.12.1807;31°.10’. by Lunar Observation;;;;""
27°.41’. D.R.;48°.4’;Pleasant Breezes with remarkable fine weather.;;;;;""
23 Dec 1807;Wednesday;23.12.1807;26°.49’. O c точкой, знак луны?;;;;""
23°.18’.;49°.2’.;Fresh Breezes and fair weather.;;;;;""
24.Dec 1807;Thursday;24.12.1807;19°.2’;49°.20’. D.R.;Fresh Breezes with rain and hazy weather.;;"One of the sick died."
25.Dec 1807;Friday;25.12.1807;14[°].37[’];49°.10’. D.R.;Pleasant Breezes and variable weather.;;"Another of the sick died."
26.Dec 1807;Saturday;26.12.1807;11°.34’;49°.32’;Fresh Breezes and fair weather.;;"Sounded but got no bottom."
27.Dec 1807;Sunday;27.12.1807;9[°].20[’]. ЗНАК ЛУНЫ?;49°.2’;Strong Breezes and fair weather.;;"At 8 A.M. spoke Transport № 3 from Falmouth bound to [space left] who informd us that Scilly bore E. by N.W. 4 Miles distant. 3 other Vesseld in sight. At 4 P.M. got soundings in 80 Fathoms. Lying to part of the Night, and frequently sounding."
28.Dec 1807;Monday;28.12.1807;5°.46’;49°.26’;This day it blew a Gale from the S.W. with heavy Sea, Rain and hazy weather.;Gale from the S.W. with;"Lying to part of the Night, and frequently sounding. "
29.Dec 1807;Tuesday;29.12.1807;;49°:49.;Continuance of the Gale and weather during the early part of the day. At 8½ we experienced a most violent squall of Wind, Hail and Rain. At 10 the Wind shifted to the Westward and blew with unabated violence, but clear weather.;At 10 the Wind shifted to the Westward;"At 7½ A.M. saw the Land, which proved to be the Lizard distant about 4 Miles. At 8½ we experienced a most violent squall of Wind, Hail and Rain. At 10 the Wind shifted to the Westward and blew with unabated violence, but clear weather. At 4 P.M. we were abreast of the Start Point."
30.Dec 1807;Wednesday;30.12.1807;;;Fresh Breezes and clear weather.;;"At Day break we were close in with the Isle of Wight. At 9 A.M. received a Pilot and at 11 A.M. anchored at Spithead."
31.Dec 1807;Thursday;31.12.1807;;;Strong Breezes with showers of Rain.;;"At Noon the General went on shore to the George Inn Portsmouth, and at 3 P.M. I did the same."
